tanggal_rilis,jam_rilis,judul_berita,link
2014-02-04T00:00:00Z,1899-12-31T06:44:34Z,Demo Pemuda di HI Berlangsung Damai,https://beritajakarta.com/read/533/Demo_Pemuda_di_HI_Berlangsung_Damai
2014-02-04T00:00:00Z,1899-12-31T07:06:52Z,Warga Minta Saluran Penghubung Kali Krukut Dikeruk,https://beritajakarta.com/read/489/Warga_Minta_Saluran_Penghubung_Kali_Krukut_Dikeruk
2014-02-04T00:00:00Z,1899-12-31T08:32:54Z,Sejumlah Wilayah di Jakbar Terendam Banjir,https://beritajakarta.com/read/495/Sejumlah_Wilayah_di_Jakbar_Terendam_Banjir
2014-02-04T00:00:00Z,1899-12-31T09:26:53Z,"Sebulan, 95 Jukir Liar Terjaring Razia di Jakut","https://beritajakarta.com/read/514/Sebulan,_95_Jukir_Liar_Terjaring_Razia_di_Jakut"
2014-02-04T00:00:00Z,1899-12-31T10:13:49Z,Belasan Taman di Jakbar Rusak Akibat Banjir,https://beritajakarta.com/read/493/Belasan_Taman_di_Jakbar_Rusak_Akibat_Banjir
2014-02-05T00:00:00Z,1899-12-31T08:11:50Z,"Subsidi Dicabut, Nelayan Sulit Melaut","https://beritajakarta.com/read/494/Subsidi_Dicabut,_Nelayan_Sulit_Melaut_"
2014-02-05T00:00:00Z,1899-12-31T11:39:19Z,21 Kelurahan Kembali Terendam Banjir,https://beritajakarta.com/read/515/21_Kelurahan_Kembali_Terendam_Banjir
2014-02-05T00:00:00Z,1899-12-31T12:10:21Z,Banjir Ganggu Layanan Transportasi di Ibu Kota,https://beritajakarta.com/read/546/Banjir_Ganggu_Layanan_Transportasi_di_Ibu_Kota
2014-02-05T00:00:00Z,1899-12-31T01:18:23Z,Sejumlah Ruas Jalan di DKI Terendam Banjir,https://beritajakarta.com/read/516/Sejumlah_Ruas_Jalan_di_DKI_Terendam_Banjir
2014-02-05T00:00:00Z,1899-12-31T02:15:23Z,"Bulan Dana PMI Jaksel Capai Rp 4,2 M","https://beritajakarta.com/read/517/Bulan_Dana_PMI_Jaksel_Capai_Rp_4,2_M"
2014-02-05T00:00:00Z,1899-12-31T03:34:23Z,Ini Kata Jokowi Soal Banjir di Jl Medan Merdeka,https://beritajakarta.com/read/518/Ini_Kata_Jokowi_Soal_Banjir_di_Jl_Medan_Merdeka
2014-02-05T00:00:00Z,1899-12-31T04:00:59Z,Sidang Sengketa Perusahaan Taksi Digelar di PN Jaksel,https://beritajakarta.com/read/547/Sidang_Sengketa_Perusahaan_Taksi_Digelar_di_PN_Jaksel
2014-02-05T00:00:00Z,1899-12-31T04:30:12Z,Kondisi Sejumlah Pintu Air Masih Normal,https://beritajakarta.com/read/519/Kondisi_Sejumlah_Pintu_Air_Masih_Normal
2014-02-05T00:00:00Z,1899-12-31T05:16:16Z,"Hindari Genangan, Pemotor Nekat Melintas di Tol","https://beritajakarta.com/read/548/Hindari_Genangan,_Pemotor_Nekat_Melintas_di__Tol"
2014-02-05T00:00:00Z,1899-12-31T06:12:30Z,Jokowi Terus Perjuangkan Pengadaan 200 Truk Sampah,https://beritajakarta.com/read/598/Jokowi_Terus_Perjuangkan_Pengadaan_200_Truk_Sampah
2014-02-05T00:00:00Z,1899-12-31T07:05:43Z,"Relokasi Warga, Basuki Belajar dari Singapura","https://beritajakarta.com/read/560/Relokasi_Warga,_Basuki_Belajar_dari_Singapura"
2014-02-05T00:00:00Z,1899-12-31T08:01:49Z,Ruko Dua Lantai di Pulomas Ludes Terbakar,https://beritajakarta.com/read/600/Ruko_Dua_Lantai_di_Pulomas_Ludes_Terbakar
2014-02-05T00:00:00Z,1899-12-31T09:06:25Z,Monyet Hasil Razia Akan Dilepasliarkan ke Hutan,https://beritajakarta.com/read/611/Monyet_Hasil_Razia_Akan_Dilepasliarkan_ke_Hutan
2014-02-05T00:00:00Z,1899-12-31T09:30:47Z,Air Waduk Pluit Meluap,https://beritajakarta.com/read/559/Air_Waduk_Pluit_Meluap
2014-02-05T00:00:00Z,1899-12-31T10:22:58Z,Pagar Jalur Hijau di Jl Daan Mogot Rusak,https://beritajakarta.com/read/599/Pagar_Jalur_Hijau_di_Jl_Daan_Mogot_Rusak
2014-02-06T00:00:00Z,1899-12-31T08:49:55Z,Warga Sulit Jangkau Puskesmas Petogogan,https://beritajakarta.com/read/549/Warga_Sulit_Jangkau_Puskesmas_Petogogan
2014-02-06T00:00:00Z,1899-12-31T01:37:13Z,Saluran Penghubung Abdul Muis Segera Dikeruk,https://beritajakarta.com/read/572/Saluran_Penghubung_Abdul_Muis_Segera_Dikeruk
2014-02-06T00:00:00Z,1899-12-31T02:03:11Z,Warga Dihebohkan Penemuan Ular,https://beritajakarta.com/read/550/Warga_Dihebohkan_Penemuan_Ular
2014-02-06T00:00:00Z,1899-12-31T04:48:00Z,Bus Tabrak Pembatas Jalan Tol Wiyoto Wiyono,https://beritajakarta.com/read/534/Bus_Tabrak_Pembatas_Jalan_Tol_Wiyoto_Wiyono
2014-02-06T00:00:00Z,1899-12-31T05:19:27Z,Jokowi: Status Siaga Banjir Belum Perlu Diperpanjang,https://beritajakarta.com/read/535/Jokowi:_Status_Siaga_Banjir_Belum_Perlu_Diperpanjang
2014-02-06T00:00:00Z,1899-12-31T05:35:31Z,Mantan TKW Melahirkan di Bajaj,https://beritajakarta.com/read/552/Mantan_TKW_Melahirkan_di_Bajaj
2014-02-06T00:00:00Z,1899-12-31T06:12:26Z,Taman Rusak Akibat Banjir Segera Diperbaiki,https://beritajakarta.com/read/551/Taman_Rusak_Akibat_Banjir_Segera_Diperbaiki
2014-02-06T00:00:00Z,1899-12-31T07:08:52Z,Anak Nelayan Terkena Gizi Buruk,https://beritajakarta.com/read/553/Anak_Nelayan_Terkena_Gizi_Buruk
2014-02-06T00:00:00Z,1899-12-31T08:10:21Z,"Jaga Kerahasiaan Dokumen, DKI Gandeng Lemsaneg","https://beritajakarta.com/read/561/Jaga_Kerahasiaan_Dokumen,_DKI_Gandeng_Lemsaneg"
2014-02-06T00:00:00Z,1899-12-31T09:06:36Z,Monyet Hasil Razia Bakal Dilepas di Pulau Seribu,https://beritajakarta.com/read/554/Monyet_Hasil_Razia_Bakal_Dilepas_di_Pulau_Seribu
2014-02-06T00:00:00Z,1899-12-31T10:04:50Z,DPRD Isyaratkan Setuju Pengadaan 200 Truk Sampah,https://beritajakarta.com/read/586/DPRD_Isyaratkan_Setuju_Pengadaan_200_Truk_Sampah
2014-02-07T00:00:00Z,1899-12-31T07:12:51Z,Sampah dan Eceng Gondok Sumbat Kali Mookevart,https://beritajakarta.com/read/536/Sampah_dan_Eceng_Gondok_Sumbat_Kali_Mookevart
